deltaAUC	iteration
-2.00003735360122	1
-9.99989407123487	2
-35.9999657285327	3
23.999954540983	4
2.50008989783026	5
51.5000157955134	6
10.0000106070322	7
16.0000639740394	8
-14.499983877243	9
-4.50002495838058	10
2.00000671265723	11
29.0000355139477	12
21.9999399118612	13
-15.9999784367456	14
-11.5000154727952	15
10.5000142797123	16
-14.5000288521674	17
-9.49977426330975	18
4.50009161452699	19
-36.5	20
-12.5000350290348	21
26.9999652539104	22
-35.5008660900906	23
-7.49999231924539	24
22.9997210792156	25
-23	26
23.5	27
46.5	28
-5.50000000000002	29
-0.4999734710848	30
24	31
-2.49996736700174	32
1.00001450402441	33
-40.5000557165434	34
-12.9999891711479	35
-8.49998831786357	36
-3.99996009851776	37
12.000031187639	38
-6.99998571407907	39
23.9999868028795	40
25.5000526418784	41
-2.50002012502739	42
-18.9999671759762	43
-19.4999931424172	44
-0.99999674088599	45
27.0000266059029	46
19.5	47
-25.5001383481127	48
11.9999634310589	49
18.999995950964	50
9.5	51
2.49999125084556	52
5.00000739900909	53
-4.49999999999998	54
-25.0055092790902	55
18.4999948138725	56
5.49998589103382	57
3.00001787471261	58
-4.50000554969884	59
-3.00000000000001	60
0.999701785724888	61
-18	62
6.00000723043641	63
31.4999492119631	64
2.99992044342967	65
21	66
28.5000065187939	67
18.0000000000001	68
31.4999943896525	69
-32	70
38.0000050951954	71
-3.50020274399358	72
23.0000363658874	73
18.9999996617613	74
-0.500039194917939	75
-18.4999823055615	76
-26.9999634607214	77
29.9999965397197	78
28.4999725929046	79
20	80
25.0000342796698	81
-25.0000328039102	82
11.9999400565133	83
1.49999999999998	84
8.50000689980926	85
-26.5000031535206	86
-11.5	87
-27.4999558104865	88
-35.4999973090636	89
-12.4999857494675	90
3.00000000000003	91
5.49998308853462	92
34.5	93
7.50001385500941	94
13.999926816482	95
-2.00000740476699	96
-12	97
11	98
-31.9999371062534	99
11	100
5.99998919527003	101
-21.5000085286252	102
41.0000332673751	103
31.5000032302294	104
19.9999721102789	105
8.9999811680668	106
10.500152942139	107
-28.0000224425903	108
-9.49997599550961	109
18.9999646906909	110
-3.50001429246204	111
13.9999922031964	112
-19.5000578860381	113
20.0000011166309	114
2.50002551700084	115
2.00000272992958	116
-16.499985615802	117
-21	118
29.0001850558764	119
8.00001432255144	120
2.50037580772906	121
-0.499984109907217	122
35	123
-27.5000031571569	124
3.49999999999996	125
7.99990942164614	126
-25.4999589625876	127
5.4999953519816	128
4.50000705820354	129
-12.0000323677521	130
2.49996931417328	131
29.5	132
40.9999510028205	133
27.0000377148556	134
5.49996991419383	135
19.000029390422	136
20.9999929493309	137
26.4999875811096	138
6.50011371938185	139
-11.0033729350026	140
30.5	141
41.500017226178	142
4.00000000000001	143
-9.99998559764975	144
5.49999619116498	145
-21.0000271001741	146
53.5	147
-11.5000139876634	148
35.5000148756268	149
-13.4999714686999	150
5.49999471704219	151
30.5	152
10.4999834552698	153
-18.4999402049139	154
-49.5	155
-17.5000709088336	156
-27.9999855351297	157
-31.4999806003382	158
-19.4999927101615	159
26.5000014857499	160
50.9999934379955	161
7.99996501705603	162
40.0001017308403	163
-32.9999794341927	164
26.9999658536458	165
6.50002225283362	166
-3.49996619674751	167
4	168
28.9999873760948	169
-13	170
-25.0000025159356	171
-28	172
1.43225514079859e-05	173
11.5	174
-41.4999784405265	175
-1.99999999999999	176
10	177
25.4999810147216	178
19.0000414818855	179
16.9999753114566	180
2.99999999999999	181
-3.49998582786745	182
-8.00000872346924	183
37.5	184
-8.99998943080745	185
6.00000018368745	186
-30.5	187
18.9999992526564	188
8.00002386198193	189
50.5	190
-31.9999842531563	191
-26.4999906671117	192
31.0000919895858	193
36.5	194
-16.0000101975561	195
28.4999980825394	196
9.00002272104557	197
-1.99999999999998	198
-18.0000266503516	199
8.50000000000001	200
6.49999517081457	201
42.0000041295981	202
14.0000556458231	203
-18.5	204
32.5000105780049	205
-43.5000507869179	206
-11.9999566439778	207
-13.5	208
41.0000721705206	209
-22.9999927124318	210
-22.0000912450712	211
-6.99999999999998	212
-19.0222097687199	213
-2.00000083795201	214
16.5	215
27.500030926683	216
-23.9999998075693	217
25.0000224423741	218
23.999985615802	219
-11.5000026007092	220
-49	221
5.99999999999996	222
32.9999956137191	223
-11.000029533835	224
18.5030845591134	225
39.0000005956734	226
2.99999311164625	227
35.5000240913757	228
-4.4999834666515	229
-7.0000132543225	230
-8.99999999999999	231
-22.5000949515995	232
24.4999786681474	233
-23.5	234
1.49996266323966	235
-15.4999933375916	236
30.5	237
26.5000021209895	238
-0.500006885842048	239
-12.4999675140701	240
1.99999999999999	241
13	242
-11.0000050852272	243
4.50000000000001	244
7.49998531289816	245
-53.5000524692586	246
-18.0000076331451	247
-12.4998397993842	248
