deltaAUC	iteration
-1491.0400987388	1
-4315.50873380172	2
294.491322492162	3
-385.458955466253	4
-5659.00124124416	5
172.496620889418	6
-2635.50073521466	7
5226.47624072673	8
4750.53621159365	9
-3824.50069016169	10
917.002334463548	11
-543.512416429629	12
8346.96873682361	13
-8521.08418191387	14
3709.00187303081	15
1917.55098643312	16
-2868.0250074027	17
3012.57125253892	18
1256.56228635178	19
-4260.49060243308	20
3012.57125253892	21
6412.03502620129	22
-2714.50423364689	23
151.420855765064	24
2653.9672784135	25
-1489.49089324866	26
-2627.9477882041	27
-994.574928415612	28
1909.00067611235	29
5448.01625994006	30
-4223.78551734969	31
-7815.98831590051	32
-3255.03660526148	33
6150.92871006239	34
792.625752032269	35
-302.59511622494	36
2149.49246709039	37
302.59511622494	38
-178.527317931366	39
-7367.5170496375	40
-1532.42011410328	41
-1274.52924087716	42
-172.496620889418	43
-8630.98165747688	44
-2106.47808845634	45
2149.49246709039	46
-1426.4459526699	47
-2923.51171575934	48
-4365.3381013859	49
1150.00850118724	50
1619.00373356018	51
8152.52241966425	52
2539.49908737342	53
-4241.04059222978	54
-2200.99122485144	55
-757.492705067401	56
-8662.49112595138	57
7257.50685777712	58
4783.42987977247	59
5831.0091911347	60
1274.52924087716	61
5053.47953316241	62
3871.5059570089	63
-2714.50423364689	64
-4224.95264437689	65
-6627.00004513405	66
7950.12309439679	67
-8611.49277302942	68
3911.45294608167	69
7257.50685777712	70
792.625752032269	71
-105.735490760955	72
-3012.57125253892	73
-1453.00503537708	74
2106.47808845634	75
-646.990872832903	76
947.010222269855	77
5697.99802116823	78
6355.36153620906	79
-1461.03033063954	80
-4689.96529582522	81
-4415.97588543062	82
-3686.97071603793	83
3573.98188516549	84
-5117.08499950102	85
5428.93999998093	86
3649.49416601122	87
-3560.52992782418	88
-2844.9949428244	89
9464.90763894622	90
-3649.49416601122	91
-9100.53421488531	92
-343.937123901356	93
-2103.50644998452	94
-8157.48684312499	95
2487.97714746717	96
-1158.00222827176	97
8521.08418191387	98
1869.44843282008	99
1419.47878812261	100
1971.99670329015	101
-1538.54068526692	102
4758.27479727451	103
-6122.98162588172	104
4720.90570992884	105
8346.96873682361	106
4750.53621159365	107
-4868.66101107251	108
-6096.48803046607	109
6360.51670283244	110
-14298.0041642974	111
-12986.1737576053	112
8515.47582457702	113
-9463.45360254244	114
5706.49971974321	115
-3459.47010547384	116
5348.96328659484	117
-5071.45735608685	118
4437.0080892941	119
6143.0047511115	120
1668.99619751151	121
2454.44936360818	122
-3786.39170426709	123
-178.527317931366	124
5917.59273483724	125
3709.00187303081	126
5531.01842175031	127
-6355.36153620906	128
-947.010222269855	129
-8648.86605199474	130
8662.49112595138	131
3255.03660526148	132
1850.03823754124	133
4758.27479727451	134
1547.51500040505	135
2103.50644998452	136
-994.667837768902	137
-694.484790772942	138
-254.777756019452	139
1709.97531360076	140
-8120.00777838916	141
-6162.50119023294	142
8662.49112595138	143
-843.952531661518	144
8180.99661871175	145
-3824.50069016169	146
2961.89333302458	147
1627.15424384695	148
-2731.01959064232	149
-5917.59273483724	150
-4113.43898600766	151
-443.971287682645	152
5025.10812050926	153
-3481.50694485343	154
646.990872832903	155
-4336.52110022077	156
-2386.45318056994	157
1261.06109893858	158
3227.06458310544	159
1349.12683052821	160
4649.50656608789	161
-8994.1035175038	162
-6096.48803046607	163
9791.50311263661	164
3871.5059570089	165
-827.988973653803	166
-2200.99122485144	167
73.9824491334657	168
646.990872832903	169
10343.00070451	170
-2510.8782848003	171
2822.79348519803	172
1453.00503537708	173
-1098.39460226693	174
917.007824814231	175
3613.47175405874	176
-8722.53114576753	177
-6627.00004513405	178
-385.458955466253	179
-2176.01777227737	180
4125.05562268962	181
1107.5283342578	182
2600.00354152483	183
-8157.48684312499	184
5187.1631610728	185
-2983.04858247851	186
-917.007824814231	187
-1261.06109893858	188
1349.43968084877	189
8187.00276666762	190
-3551.98132987012	191
2319.03637988464	192
8648.86605199474	193
1349.43968084877	194
-3709.00187303081	195
4122.39546210386	196
-4739.50424999734	197
12548.5194402262	198
918.994606602711	199
1427.04826513235	200
-1753.00030278815	201
5955.51472953601	202
4750.53621159365	203
232.506150254885	204
443.971287682645	205
-731.534717537899	206
-917.002334463548	207
-2653.9672784135	208
-3200.50341649658	209
5084.43879850328	210
2130.51570939053	211
2498.56168192058	212
6096.48803046607	213
-7830.01919775122	214
-4417.44114633696	215
1738.60827438067	216
2454.44936360818	217
-12729.5113468927	218
2714.50423364689	219
-2200.99122485144	220
468.47021190275	221
7896.79238783744	222
1472.71351899239	223
-5418.21224822497	224
2130.51570939053	225
-4750.53621159365	226
-5878.07904827595	227
850.962333057956	228
-795.494762168877	229
-8750.50494329043	230
-511.855913192412	231
-5662.97992051035	232
-942.973456029875	233
5917.59273483724	234
5917.59273483724	235
-5706.3559447287	236
-4417.44114633696	237
-8722.53114576753	238
5843.99704784373	239
2844.9949428244	240
-8512.014772267	241
3844.50584274007	242
178.527317931366	243
-2079.51644759371	244
7579.00621351536	245
-4505.04666737729	246
-4503.03023790535	247
-1668.99619751151	248
-10343.00070451	249
3551.98132987012	250
-9439.52355000532	251
7983.39458835723	252
-1298.50814767449	253
8795.00573063077	254
1484.98412215689	255
942.973456029875	256
-9316.52325069709	257
8623.00896910176	258
201.477764121439	259
8515.47582457702	260
443.971287682645	261
-1917.55098643312	262
-2127.99169308741	263
7466.96107235176	264
-348.517760294693	265
