deltaAUC	iteration
14.4997894520686	1
-35.9998371389087	2
10.4985220521828	3
-11.4999331051671	4
8.50330576093614	5
-14.0001886353934	6
-26.9613703157177	7
-56.9999747056705	8
-34.4997858692826	9
-20.4999178624516	10
-4.00008029326864	11
-8.4998833150072	12
22.5001328910297	13
-6.50020538687323	14
-30.0000385969964	15
11.999924704095	16
10.0008660779725	17
30.0006488034537	18
4.50010547782995	19
83.9998446650306	20
13.500163304228	21
-56.9992533093248	22
54.5000229756515	23
4.49964441898652	24
-32.0001458754423	25
-15.5001226929892	26
-14.5000125944699	27
-41.500466996813	28
34.4989844148461	29
-15.5000298445345	30
13.5001873904729	31
-29.5006570937369	32
13.5003691234593	33
6.99931975314013	34
9.50012119520875	35
2.99981372787323	36
59.5000307731286	37
9.99976097418119	38
22.499228401216	39
-15.4999629911351	40
-3.50069583649633	41
16.4990438092469	42
-13.999694266393	43
9.49936979807217	44
9.99993717605037	45
-27.4999707805201	46
23.0001762388249	47
91.9998816385225	48
-23.4997050817671	49
-13.5005895455778	50
7.50012490687192	51
9.99862812019614	52
4.50010562616791	53
-64.0000011565526	54
4.49964441898652	55
-52.0000539993738	56
18.0001384371571	57
44.4994655101973	58
17.5003339800988	59
29.0000735915191	60
52.0000539993738	61
37.4999798315689	62
34.4999820092272	63
12.5001275239509	64
32.5000441071043	65
30.0000205717488	66
-26.0001263399338	67
-49.5004348063253	68
-15.5001226929892	69
22.0002496992875	70
-44.4997496756063	71
-2.5002594481013	72
-23.9998433348845	73
-30.0000205717488	74
-2.5002594481013	75
-13.0002804034183	76
-28.4998979666338	77
30.0006488034537	78
79.9999650893934	79
-9.00012466888546	80
9.50012119520875	81
-17.0002040937594	82
0.500010141781672	83
-14.0002211334561	84
33.0001160912024	85
16.0001610745733	86
29.0012826227322	87
-55.500113603081	88
-61.9999684629396	89
28.9999424432758	90
-0.499857706018304	91
6.50024477904816	92
34.9997800639798	93
5.99995505586139	94
9.00018641210988	95
13.5097122747474	96
-32.0017232623608	97
37.0000785639008	98
13.999694266393	99
10.5010177868272	100
13.999694266393	101
29.0000671790726	102
23.0004718664873	103
-8.5002295110819	104
-10.5004433774217	105
39.0000056424401	106
-19.9998892362934	107
10.4999599925336	108
-53.0000937943445	109
-17.4994750431884	110
2.99981372787323	111
67.0000234162597	112
-54.5000644279357	113
33.0000587135737	114
15.0013447685719	115
-89.9999136555659	116
-14.999994275663	117
14.5001817746464	118
-32.5000441071043	119
14.0000078038532	120
-55.5002443701151	121
-15.9999886161762	122
15.4999629911351	123
11.4856639705393	124
17.4999340441873	125
26.0007544115124	126
-13.5001873904729	127
-3.00085375382241	128
28.4999045600183	129
14.4999310057942	130
-21.4999767338447	131
-8.99992750172976	132
-3.5005608810975	133
-13.0000348215137	134
-30.4999102546487	135
-17.5000905053508	136
10.4999599925336	137
-49.0003242816506	138
3.49997874041122	139
34.9997800639798	140
26.5004915749828	141
-21.9999707168914	142
-49.000008822977	143
9.00038536120417	144
-32.500014015457	145
28.4984384263967	146
3.49887297870293	147
27.500228205507	148
-18.4997275940656	149
34.9999594030266	150
-10.4999599925336	151
4.499805046571	152
23.3677729515923	153
-13.4972637711685	154
56.9997617997843	155
-34.9994495236411	156
1.50013599161241	157
6.50020538687323	158
-4.99989598711431	159
-32.0017232623608	160
49.0001118562138	161
32.500014015457	162
-55.9999046494181	163
3.00085375382241	164
-34.9994495236411	165
-3.49976205467465	166
39.0000724368055	167
11.0003183494534	168
16.0001363665648	169
-30.9984906818056	170
14.5001269717542	171
29.0000877635335	172
10.5000584349526	173
23.0004718664873	174
-34.5001944153795	175
7.50002682932535	176
-27.9998758370459	177
-2.49876039725854	178
20.9996232122162	179
37.0000669366344	180
46.5000802514402	181
17.5136351619689	182
-54.5000644279357	183
-23.3677729515923	184
49.0003242816506	185
-15.4990695593133	186
12.9998283838664	187
-7.50012434024461	188
-8.00019414529078	189
-37.5000489224313	190
17.4999834910407	191
23.5000498267241	192
26.5000415338238	193
-20.4999178624516	194
-1.49999053897551	195
13.4995565101643	196
36.5000213385715	197
-23.5003775374302	198
53.0000937943445	199
41.500466996813	200
-4.499805046571	201
-5.50012702606745	202
85.4995177755678	203
-33.0007785081392	204
12.4999520224917	205
12.0000065443527	206
1.40538310069252	207
91.9998816385225	208
-34.0000231252246	209
-17.999897873138	210
-32.9999072373165	211
-10.9999142982418	212
55.000302915135	213
-52.4999357937148	214
-26.9613703157177	215
-63.0000159704068	216
51.9999097502197	217
-18.0000277172891	218
-15.5001226929892	219
16.4990438092469	220
-8.99992750172976	221
-23.5000498267241	222
-27.5001021650143	223
-14.4999310057942	224
-40.9999078027253	225
-32.5000441071043	226
37.9998864964759	227
32.0012255820857	228
85.4995177755678	229
11.0001841261524	230
-10.5000584349526	231
-30.4999102546487	232
10.0000585213377	233
50.0000640552743	234
-5.99997474548246	235
-32.0012255820857	236
-27.0000147769303	237
4.499805046571	238
42.999967915265	239
-14.4996760090215	240
-55.0002766426687	241
-0.500010141781672	242
-14.4997894520686	243
6.50058063643087	244
-24.9998144296968	245
-34.9999594030266	246
-32.9999072373165	247
-61.9999684629396	248
-10.4999950945311	249
-54.5000229756515	250
-23.3677729515923	251
-46.5000802514402	252
-17.499970980409	253
27.5000059563611	254
-4.49964441898652	255
-10.5010177868272	256
50.0000640552743	257
-58.0002669440853	258
-6.50020538687323	259
3.49887297870293	260
-11.0003564292081	261
13.4972637711685	262
-17.499970980409	263
-7.50021707942756	264
29.0000671790726	265
-7.50012434024461	266
44.4994655101973	267
-28.4984384263967	268
-3.49997874041122	269
17.499970980409	270
50.5000300118537	271
27.0000147769303	272
-54.9999422180893	273
43.9996873680856	274
-28.4998952614808	275
1.40538310069252	276
28.0002967407365	277
19.5000315574126	278
52.4999357937148	279
61.0001420348929	280
-13.5001873904729	281
-13.5003691234593	282
-10.4996492275514	283
48.5000528764418	284
-59.0002491516272	285
-50.0001226479504	286
-10.0008660779725	287
79.9999650893934	288
-5.50012702606745	289
11.9999991822368	290
-51.4999646677813	291
25.9994386004353	292
44.4997496756063	293
-12.4944835832392	294
51.9995830154319	295
3.5001634316223	296
5.50028731976312	297
-32.4973120766416	298
18.0001384371571	299
-49.000008822977	300
-37.5000489224313	301
-10.4999599925336	302
-62.0001984998165	303
48.5000528764418	304
55.000302915135	305
-50.0001226479504	306
4.50018218299942	307
-51.9999097502197	308
21.4999767338447	309
-33.0000587135737	310
-23.0001762388249	311
28.0001819453501	312
36.5028229535525	313
-55.000302915135	314
-23.3677729515923	315
-24.000173484943	316
-9.99976097418119	317
-47.5000221864367	318
-13.9990942930921	319
32.0001458754423	320
-55.000302915135	321
-0.500364417678952	322
8.49995095223073	323
44.4997496756063	324
-5.00004599566751	325
53.5000852498775	326
55.9999046494181	327
14.9996156853307	328
3.50003571113172	329
-52.0000539993738	330
32.4998764977539	331
12.5002838864176	332
-32.0012255820857	333
32.0001458754423	334
-12.0014228024148	335
-32.5007159819028	336
22.0002496992875	337
-55.0002766426687	338
25.5004483257889	339
-3.50003571113172	340
12.4944835832392	341
33.0001160912024	342
-43.9996873680856	343
10.5007699711005	344
15.0008869987229	345
-12.0014228024148	346
-3.5005608810975	347
-8.50007492094073	348
-4.99989598711431	349
-85.4995177755678	350
-14.9998454990583	351
4.9990803384004	352
-34.9997800639798	353
3.9999965102736	354
3.49974401591402	355
-26.5004915749828	356
-33.0000587135737	357
-14.5001817746464	358
-36.5000415485356	359
-6.50024477904816	360
34.5000146365665	361
-8.4998833150072	362
-59.5000663695666	363
-38.0001772677315	364
-9.99976097418119	365
39.5007982132756	366
-15.0008869987229	367
31.9999979954757	368
-34.9994495236411	369
7.49993215787794	370
15.500302598294	371
-5.99995505586139	372
-23.4999911988691	373
10.9999577147885	374
-12.5001275239509	375
28.4984384263967	376
25.9999589878714	377
29.0000806792589	378
29.9995456282113	379
-52.4999357937148	380
-15.4999629911351	381
4.99989598711431	382
12.0000352841304	383
63.0000159704068	384
-13.9987438475694	385
-34.5002898635769	386
-10.0008660779725	387
5.00004599566751	388
15.9999886161762	389
-14.9998454990583	390
13.0002804034183	391
-32.0017232623608	392
-7.50012434024461	393
10.9999142982418	394
29.0000671790726	395
-16.0001610745733	396
-30.0000385969964	397
25.9999589878714	398
-24.9998144296968	399
-39.5007982132756	400
6.00010875337478	401
-14.5001269717542	402
24.9998144296968	403
56.5001757337956	404
-26.5004915749828	405
-37.4999798315689	406
41.500466996813	407
57.5002191492612	408
-8.00019414529078	409
19.9998892362934	410
19.0001790313805	411
-14.5000265580252	412
-10.0004485869214	413
6.99983737037252	414
-14.5000125944699	415
30.4998573908549	416
32.5007159819028	417
18.9995414717907	418
-17.5005480034637	419
-3.50003571113172	420
-58.999988347268	421
